drugbank_id,groups,name,type
DB07860,['experimental'],(2R)-2-(4-CHLOROPHENYL)-2-PHENYLETHANAMINE,small molecule
DB07861,['experimental'],(2R)-N-hydroxy-3-naphthalen-2-yl-2-[(naphthalen-2-ylsulfonyl)amino]propanamide,small molecule
DB07862,['experimental'],"7-(1-ETHYL-PROPYL)-7H-PYRROLO-[3,2-F]QUINAZOLINE-1,3-DIAMINE",small molecule
DB07863,['experimental'],2-chloro-5-nitro-N-phenylbenzamide,small molecule
DB07864,['experimental'],4-[(CYCLOPROPYLETHYNYL)OXY]-6-FLUORO-3-ISOPROPYLQUINOLIN-2(1H)-ONE,small molecule
DB07865,['experimental'],3-(1H-tetrazol-5-ylamino)cyclohex-2-en-1-one,small molecule
DB07866,['experimental'],"(5S)-2-(Cyclooctylamino)-5-methyl-5-propyl-1,3-thiazol-4(5H)-one",small molecule
DB07867,['experimental'],6-CHLORO-4-(CYCLOHEXYLOXY)-3-PROPYLQUINOLIN-2(1H)-ONE,small molecule
DB07868,['experimental'],6-CHLORO-4-(CYCLOHEXYLSULFANYL)-3-PROPYLQUINOLIN-2(1H)-ONE,small molecule
DB07869,['experimental'],6-Chloro-4-[(R)-cyclohexylsulfinyl]-3-propyl-2(1H)-quinolinone,small molecule
DB07870,['experimental'],Haloxyfop-P,small molecule
DB07871,['experimental'],6-CHLORO-4-(CYCLOHEXYLOXY)-3-ISOPROPYLQUINOLIN-2(1H)-ONE,small molecule
DB07872,['experimental'],5-chloro-N-[(3R)-1-(2-{[2-fluoro-4-(2-oxopyridin-1(2H)-yl)phenyl]amino}-2-oxoethyl)pyrrolidin-3-yl]thiophene-2-carboxamide,small molecule
DB07873,['experimental'],Lauryl alcohol diphosphonic acid,small molecule
DB07874,['experimental'],"(6S)-2-amino-6-(3'-methoxybiphenyl-3-yl)-3,6-dimethyl-5,6-dihydropyrimidin-4(3H)-one",small molecule
DB07875,['experimental'],"5-Chloro-thiophene-2-carboxylic acid ((3S,4S)-1-{[2-fluoro-4-(2-oxo-2H-pyridin-1-yl)-phenylcarbamoyl]-methyl}-4-hydroxy-pyrrolidin-3-yl)-amide",small molecule
DB07876,['experimental'],(S)-2-METHYL-1-[(4-METHYL-5-ISOQUINOLINE)SULFONYL]-HOMOPIPERAZINE,small molecule
DB07877,['experimental'],"8-(6-BROMO-BENZO[1,3]DIOXOL-5-YLSULFANYL)-9-(3-ISOPROPYLAMINO-PROPYL)-ADENINE",small molecule
DB07878,['experimental'],"N-[(1S)-1-{1-[(1R,3E)-1-ACETYLPENT-3-EN-1-YL]-1H-1,2,3-TRIAZOL-4-YL}-1,2-DIMETHYLPROPYL]BENZAMIDE",small molecule
DB07879,['experimental'],"N-hydroxy-5-[(3-phenyl-5,6-dihydroimidazo[1,2-a]pyrazin-7(8H)-yl)carbonyl]thiophene-2-carboxamide",small molecule
DB07880,['experimental'],2-((4'-HYDROXYPHENYL)-AZO)BENZOIC ACID,small molecule
DB07881,['experimental'],N-{[2-({[1-(4-CARBOXYBUTANOYL)AMINO]-2-PHENYLETHYL}-HYDROXYPHOSPHINYL)OXY]ACETYL}-2-PHENYLETHYLAMINE,small molecule
DB07882,['experimental'],"4-{4-[2-(1A,7A-DIMETHYL-4-OXY-OCTAHYDRO-1-OXA-4-AZA-CYCLOPROPA[A]NAPHTHALEN-4-YL) -ACETYLAMINO]-PHENYLCARBAMOYL}-BUTYRIC ACID",small molecule
DB07883,['experimental'],(2-AMINO-3-PHENYL-BICYCLO[2.2.1]HEPT-2-YL)-PHENYL-METHANONE,small molecule
DB07884,['experimental'],Opaviraline,small molecule
DB07885,['investigational'],Talviraline,small molecule
DB07887,['experimental'],"(R)-1-(4-(4-(hydroxymethyl)-1,3,2-dioxaborolan-2-yl)benzyl)guanidine",small molecule
DB07888,['experimental'],"3-(4-HYDROXYPHENYL)-4,5-DIHYDRO-5-ISOXAZOLE-ACETIC ACID METHYL ESTER",small molecule
DB07889,['experimental'],"(2S)-1-(Dimethylamino)-3-(4-{[4-(2-methylimidazo[1,2-a]pyridin-3-yl)-2-pyrimidinyl]amino}phenoxy)-2-propanol",small molecule
DB07890,['experimental'],4-(2-HYDROXYPHENYLTHIO)-1-BUTENYLPHOSPHONIC ACID,small molecule
DB07891,['experimental'],Estradiol hemisuccinate,small molecule
DB07892,['experimental'],1-(2-HYDROXYETHYLOXYMETHYL)-6-PHENYL THIOTHYMINE,small molecule
DB07893,['experimental'],PHENYL[1-(N-SUCCINYLAMINO)PENTYL]PHOSPHONATE,small molecule
DB07894,['experimental'],4-(2-HYDROXY-4-FLUOROPHENYLTHIO)-BUTYLPHOSPHONIC ACID,small molecule
DB07895,['experimental'],ALPHA-HYDROXYFARNESYLPHOSPHONIC ACID,small molecule
DB07896,['experimental'],(2S)-hydroxy(4-hydroxyphenyl)ethanoic acid,small molecule
DB07897,['experimental'],1-(HYDROXYMETHYLENEAMINO)-8-HYDROXY-OCTANE,small molecule
DB07898,['experimental'],"(2R)-3-[(tetrahydroxyphosphoranyl)oxy]-1,2-propanediyl dibutanoate",small molecule
DB07899,['experimental'],(2S) N-acetyl-L-alanyl-αL-phenylalanyl-chloroethylketone,small molecule
DB07900,['experimental'],3-FORMYL-2-HYDROXY-5-METHYL-HEXANOIC ACID HYDROXYAMIDE,small molecule
DB07901,['experimental'],5-CHLORO-6-METHYL-N-(2-PHENYLETHYL)-2-PYRIDIN-2-YLPYRIMIDIN-4-AMINE,small molecule
DB07902,['experimental'],"TERT-BUTYL {2-[(1,3-THIAZOL-2-YLAMINO)CARBONYL]PYRIDIN-3-YL}CARBAMATE",small molecule
DB07903,['experimental'],"3-[(2,2-DIMETHYLPROPANOYL)AMINO]-N-1,3-THIAZOL-2-YLPYRIDINE-2-CARBOXAMIDE",small molecule
DB07905,['experimental'],"(1aR,8S,13S,14S,15aR)-5,13,14-trihydroxy-3-methoxy-8-methyl-8,9,13,14,15,15a-hexahydro-6H-oxireno[k][2]benzoxacyclotetradecine-6,12(1aH)-dione",small molecule
DB07906,['experimental'],"[(3R)-7-NITRO-1,2,3,4-TETRAHYDROISOQUINOLIN-3-YL]METHANOL",small molecule
DB07907,['experimental'],(2S)-2-HYDROXYOCTANOIC ACID,small molecule
DB07908,['experimental'],7-HYDROXY-4-METHYL-3-(2-HYDROXY-ETHYL)COUMARIN,small molecule
DB07909,['experimental'],"(1S,2S,5S)2-(4-GLUTARIDYLBENZYL)-5-PHENYL-1-CYCLOHEXANOL",small molecule
DB07910,['experimental'],"(2S)-2-amino-3-phenylpropane-1,1-diol",small molecule
DB07911,['experimental'],"(3E)-2,6-DIOXO-6-PHENYLHEX-3-ENOATE",small molecule
DB07912,['experimental'],2-OXOHEPTYLPHOSPHONIC ACID,small molecule
DB07913,['experimental'],HOMOPHENYLALANINYLMETHANE,small molecule
DB07914,['experimental'],"2-hydroxy-6-oxo-6-phenyl-2,4-hexadienoic acid",small molecule
DB07915,['experimental'],"(2E,4E)-2-Hydroxy-6-oxo-6-phenyl-2,4-hexadienoic acid",small molecule
DB07916,['experimental'],3-{6-[(8-HYDROXY-QUINOLINE-2-CARBONYL)-AMINO]-2-THIOPHEN-2-YL-HEXANOYLAMINO}-4-OXO-BUTYRI ACID,small molecule
DB07917,['experimental'],4-(BENZHYDRYLOXY)-1-[3-(1H-TETRAAZOL-5-YL)PROPYL]PIPERIDINE,small molecule
DB07918,['experimental'],2-heptyl-4-hydroxyquinoline N-oxide,small molecule
DB07919,['experimental'],Harmine,small molecule
DB07920,['experimental'],N-oxo-2-[(4-phenylphenyl)sulfonylamino]ethanamide,small molecule
DB07921,['experimental'],2-[(4-fluorophenyl)sulfonylamino]-N-oxo-ethanamide,small molecule
DB07922,['experimental'],N-oxo-2-(phenylsulfonylamino)ethanamide,small molecule
DB07923,['experimental'],octyl alpha-L-altropyranoside,small molecule
DB07924,['experimental'],octyl beta-D-galactopyranoside,small molecule
DB07925,['experimental'],4-(2-HYDROXYPHENYLSULFINYL)-BUTYLPHOSPHONIC ACID,small molecule
DB07926,['experimental'],N-[3-(N'-HYDROXYCARBOXAMIDO)-2-(2-METHYLPROPYL)-PROPANOYL]-O-TYROSINE-N-METHYLAMIDE,small molecule
DB07927,['experimental'],3-[(4-Carboxy-2-hydroxyphenyl)sulfamoyl]-2-thiophenecarboxylic acid,small molecule
DB07928,['experimental'],N-(2-OXOTETRAHYDROFURAN-3-YL)OCTANAMIDE,small molecule
DB07929,['experimental'],"N-(TERT-BUTYL)-3,5-DIMETHYL-N'-[(5-METHYL-2,3-DIHYDRO-1,4-BENZODIOXIN-6-YL)CARBONYL]BENZOHYDRAZIDE",small molecule
DB07930,['experimental'],(3R)-3-HYDROXYDODECANOIC ACID,small molecule
DB07931,['withdrawn'],Hexestrol,small molecule
DB07932,['experimental'],"dimethyl (1R,4S)-5,6-bis(4-hydroxyphenyl)-7-oxabicyclo[2.2.1]hepta-2,5-diene-2,3-dicarboxylate",small molecule
DB07933,"['experimental', 'investigational']",Erteberel,small molecule
DB07934,['experimental'],[[CYCLOHEXANESULFONYL-GLYCYL]-3[PYRIDIN-4-YL-AMINOMETHYL]ALANYL]PIPERIDINE,small molecule
DB07935,['experimental'],"5-[(5-fluoro-3-methyl-1H-indazol-4-yl)oxy]benzene-1,3-dicarbonitrile",small molecule
DB07936,['experimental'],N-(4-{[(3S)-3-(dimethylamino)pyrrolidin-1-yl]carbonyl}phenyl)-5-fluoro-4-[2-methyl-1-(1-methylethyl)-1H-imidazol-5-yl]pyrimidin-2-amine,small molecule
DB07937,['experimental'],"2-butoxy-9-(2,6-difluorobenzyl)-N-(2-morpholin-4-ylethyl)-9H-purin-6-amine",small molecule
DB07938,['experimental'],(S)-iclaprim,small molecule
DB07939,['experimental'],N-(3-MERCAPTOPROPANOYL)-D-ALANINE,small molecule
DB07940,['experimental'],"9-(3-IODOBENZYLAMINO)-1,2,3,4-TETRAHYDROACRIDINE",small molecule
DB07941,['investigational'],PH-797804,small molecule
DB07942,['experimental'],2-fluoro-4-[4-(4-fluorophenyl)-1H-pyrazol-3-yl]pyridine,small molecule
DB07943,['investigational'],SD-0006,small molecule
DB07944,['experimental'],N-{3-METHYL-5-[2-(PYRIDIN-4-YLAMINO)-ETHOXY]-PHENYL}-BENZENESULFONAMIDE,small molecule
DB07945,['experimental'],"5-(3-carbamoylbenzyl)-5,6,7,8,9,10-hexahydrocyclohepta[b]indole-4-carboxylic acid",small molecule
DB07946,['experimental'],"N-[2-({[amino(imino)methyl]amino}oxy)ethyl]-2-{6-chloro-3-[(2,2-difluoro-2-phenylethyl)amino]-2-fluorophenyl}acetamide",small molecule
DB07947,['experimental'],ISOQUINOLINE-5-SULFONIC ACID (2-(2-(4-CHLOROBENZYLOXY)ETHYLAMINO)ETHYL)AMIDE,small molecule
DB07949,['experimental'],"({[(3E)-2'-Oxo-2',7'-dihydro-2,3'-biindol-3(7H)-ylidene]amino}oxy)acetic acid",small molecule
DB07950,['experimental'],Indoleacetic acid,small molecule
DB07951,['experimental'],N-(indole-3-acetyl)-L-aspartic acid,small molecule
DB07952,['experimental'],N-[1H-INDOL-3-YL-ACETYL]GLYCINE ACID,small molecule
DB07953,['experimental'],N-[1H-INDOL-3-YL-ACETYL]VALINE ACID,small molecule
DB07954,['experimental'],3-isobutyl-1-methyl-7H-xanthine,small molecule
DB07955,['experimental'],(2-BROMOETHYL)(2-'FORMYL-4'-AMINOPHENYL) ACETATE,small molecule
DB07956,['experimental'],[1-(3-CHLORO-2-FORMYL-PHENYLCARBAMOYL)-2-METHYL-PROPYL]-CARBAMIC ACID TERT-BUTYL ESTER,small molecule
DB07957,['experimental'],METHYL(2-ACETOXY-2-(2-CARBOXY-4-AMINO-PHENYL))ACETATE,small molecule
DB07958,['experimental'],(2-CARBAMOYLMETHYL-5-PROPYL-OCTAHYDRO-INDOL-7-YL)ACETIC ACID,small molecule
DB07959,['experimental'],3-(1H-BENZIMIDAZOL-2-YL)-1H-INDAZOLE,small molecule
DB07960,['experimental'],"5-ACETAMIDO-5,6-DIHYDRO-4-HYDROXY-6-ISOBUTOXY-4H-PYRAN-2-CARBOXYLIC ACID",small molecule
DB07961,['experimental'],"1-(4-Cyano-phenyl)-3-[2-(2,6-dichloro-phenyl)-1-imino-ethyl]-thiourea",small molecule
DB07962,['experimental'],"METHYL N-[(2',4'-DIFLUORO-4-HYDROXY-5-IODOBIPHENYL-3-YL)CARBONYL]-BETA-ALANINATE",small molecule
DB07963,['experimental'],"N-[(2',4'-DIFLUORO-4-HYDROXY-5-IODOBIPHENYL-3-YL)CARBONYL]-BETA-ALANINE",small molecule
DB07964,['experimental'],"(3S)-4-{[4-(BUT-2-YNYLOXY)PHENYL]SULFONYL}-N-HYDROXY-2,2-DIMETHYLTHIOMORPHOLINE-3-CARBOXAMIDE",small molecule
DB07965,['experimental'],6-(cyclohexylamino)-9-[2-(4-methylpiperazin-1-yl)-ethyl]-9H-purine-2-carbonitrile,small molecule
DB07966,['experimental'],[4-({4-[(5-cyclopropyl-1H-pyrazol-3-yl)amino]quinazolin-2-yl}amino)phenyl]acetonitrile,small molecule
DB07967,['experimental'],9-CYCLOPENTYL-6-[2-(3-IMIDAZOL-1-YL-PROPOXY)-PHENYLAMINO]-9H-PURINE-2-CARBONITRILE,small molecule
DB07968,['experimental'],N-(2-CHLORO-4-FLUOROBENZOYL)-N'-(5-HYDROXY-2-METHOXYPHENYL)UREA,small molecule
DB07969,['experimental'],3-[3-(4-methylpiperazin-1-yl)-7-(trifluoromethyl)quinoxalin-5-yl]phenol,small molecule
DB07970,['experimental'],5-[(2-methyl-5-{[3-(trifluoromethyl)phenyl]carbamoyl}phenyl)amino]pyridine-3-carboxamide,small molecule
DB07971,['experimental'],"5-AMINO-2-{4-[(4-AMINOPHENYL)SULFANYL]PHENYL}-1H-ISOINDOLE-1,3(2H)-DIONE",small molecule
DB07972,['experimental'],1-(3-METHYLPHENYL)-1H-BENZIMIDAZOL-5-AMINE,small molecule
DB07973,['experimental'],N-(1-ISOPROPYLPIPERIDIN-4-YL)-1-(3-METHOXYBENZYL)-1H-INDOLE-2-CARBOXAMIDE,small molecule
DB07974,['experimental'],1-{2-[(4-CHLOROPHENYL)AMINO]-2-OXOETHYL}-N-(1-ISOPROPYLPIPERIDIN-4-YL)-1H-INDOLE-2-CARBOXAMIDE,small molecule
DB07975,['experimental'],"2-({[3,5-DIFLUORO-3'-(TRIFLUOROMETHOXY)BIPHENYL-4-YL]AMINO}CARBONYL)CYCLOPENT-1-ENE-1-CARBOXYLIC ACID",small molecule
DB07976,['experimental'],3-{[(3-FLUORO-3'-METHOXYBIPHENYL-4-YL)AMINO]CARBONYL}THIOPHENE-2-CARBOXYLIC ACID,small molecule
DB07977,['experimental'],"3-({[3,5-DIFLUORO-3'-(TRIFLUOROMETHOXY)BIPHENYL-4-YL]AMINO}CARBONYL)THIOPHENE-2-CARBOXYLIC ACID",small molecule
DB07978,['experimental'],"2-({[2,3,5,6-TETRAFLUORO-3'-(TRIFLUOROMETHOXY)BIPHENYL-4-YL]AMINO}CARBONYL)CYCLOPENTA-1,3-DIENE-1-CARBOXYLIC ACID",small molecule
DB07979,['experimental'],"(2E)-3-(3,4-DIHYDROXYPHENYL)-2-IMINOPROPANOIC ACID",small molecule
DB07981,['experimental'],2-[1-(4-chlorobenzoyl)-5-methoxy-2-methyl-1H-indol-3-yl]-n-[(1R)-1-(hydroxymethyl)propyl]acetamide,small molecule
DB07982,['experimental'],2-{4-[4-({4-[2-methyl-1-(1-methylethyl)-1H-imidazol-5-yl]pyrimidin-2-yl}amino)phenyl]piperazin-1-yl}-2-oxoethanol,small molecule
DB07983,['experimental'],1-(4-IODOBENZOYL)-5-METHOXY-2-METHYL INDOLE-3-ACETIC ACID,small molecule
DB07984,['experimental'],2-[1-(4-chlorobenzoyl)-5-methoxy-2-methyl-1H-indol-3-yl]-n-[(1S)-1-(hydroxymethyl)propyl]acetamide,small molecule
DB07985,['experimental'],+/-METHYL 4-(AMINOIMINOMETHYL)-BETA-[3- INH (AMINOIMINO)PHENYL]BENZENE PENTANOATE,small molecule
DB07986,['experimental'],[4-(4-PHENYL-PIPERIDIN-1-YL)-BENZENESULFONYLAMINO]-ACETIC ACID,small molecule
DB07987,['experimental'],"[2-(5-Mercapto-[1,3,4]thiadiazol-2-ylcarbamoyl)-1-phenyl-ethyl]-carbamic acid benzyl ester",small molecule
DB07988,['experimental'],"2-[3-(5-Mercapto-[1,3,4]thiadiazol-2yl)-ureido]-N-methyl-3-pentafluorophenyl-propionamide",small molecule
DB07989,['experimental'],2-(ACETYL-HYDROXY-AMINO)-4-METHYL-PENTANOIC ACID METHYL ESTER,small molecule
DB07990,['experimental'],"(RP,SP)-O-(2R)-(1-PHENOXYBUT-2-YL)-METHYLPHOSPHONIC ACID CHLORIDE",small molecule
DB07991,['experimental'],N-[(1R)-3-(4-HYDROXYPHENYL)-1-METHYLPROPYL]-2-(2-PHENYL-1H-INDOL-3-YL)ACETAMIDE,small molecule
DB07992,['experimental'],Indoxyl sulfate,small molecule
DB07993,['experimental'],"N~3~-[3-(1H-INDOL-6-YL)BENZYL]PYRIDINE-2,3-DIAMINE",small molecule
DB07994,['experimental'],"N~3~-[5-(1H-INDOL-6-YL)-2-(PYRIDIN-2-YLMETHOXY)BENZYL]PYRIDINE-2,3-DIAMINE",small molecule
DB07995,['experimental'],H-89,small molecule
DB07996,['experimental'],5-(2-methylpiperazine-1-sulfonyl)isoquinoline,small molecule
DB07997,['experimental'],N-[2-(METHYLAMINO)ETHYL]-5-ISOQUINOLINESULFONAMIDE,small molecule
DB07999,['experimental'],"{4-[(CARBOXYMETHOXY)CARBONYL]-3,3-DIOXIDO-1-OXONAPHTHO[1,2-D]ISOTHIAZOL-2(1H)-YL}ACETIC ACID",small molecule
DB08000,['experimental'],"2-(CARBOXYMETHYL)-1-OXO-1,2-DIHYDRONAPHTHO[1,2-D]ISOTHIAZOLE-4-CARBOXYLIC ACID 3,3-DIOXIDE",small molecule
DB08001,['experimental'],5-(3-{3-[3-HYDROXY-2-(METHOXYCARBONYL)PHENOXY]PROPENYL}PHENYL)-4-(HYDROXYMETHYL)ISOXAZOLE-3-CARBOXYLIC ACID,small molecule
DB08003,['experimental'],ISOTHIAZOLIDINONE ANALOG,small molecule
DB08004,['experimental'],"(2S)-2-{[3-(3-aminophenyl)imidazo[1,2-b]pyridazin-6-yl]amino}-3-methylbutan-1-ol",small molecule
DB08005,['experimental'],4-{[5-chloro-4-(1H-indol-3-yl)pyrimidin-2-yl]amino}-N-ethylpiperidine-1-carboxamide,small molecule
DB08006,['experimental'],"N-anthracen-2-yl-5-methyl[1,2,4]triazolo[1,5-a]pyrimidin-7-amine",small molecule
DB08007,['experimental'],(2R)-3-{[(BENZYLAMINO)CARBONYL]AMINO}-2-HYDROXYPROPANOIC ACID,small molecule
DB08008,['experimental'],"5-methyl-N-[4-(trifluoromethyl)phenyl][1,2,4]triazolo[1,5-a]pyrimidin-7-amine",small molecule
DB08009,['experimental'],SU-11652,small molecule
DB08010,['experimental'],"(3Z)-1-[(6-fluoro-4H-1,3-benzodioxin-8-yl)methyl]-4-[(E)-2-phenylethenyl]-1H-indole-2,3-dione 3-oxime",small molecule
DB08011,['experimental'],"(3E)-5-fluoro-1-[(6-fluoro-4H-1,3-benzodioxin-8-yl)methyl]-1H-indole-2,3-dione 3-oxime",small molecule
DB08012,['experimental'],Pirodavir,small molecule
DB08013,['experimental'],(METHYLPYRIDAZINE PIPERIDINE PROPYLOXYPHENYL)ETHYLACETATE,small molecule
DB08014,['experimental'],(METHYLPYRIDAZINE PIPERIDINE BUTYLOXYPHENYL)ETHYLACETATE,small molecule
DB08015,['experimental'],"(3Z)-1-[(6-fluoro-4H-1,3-benzodioxin-8-yl)methyl]-4-phenyl-1H-indole-2,3-dione 3-oxime",small molecule
DB08016,['experimental'],"4-(6-CHLORO-2,4-DIOXO-1,2,3,4-TETRAHYDROPYRIMIDIN-5-YL) BUTYL PHOSPHATE",small molecule
DB08017,['experimental'],3-METHOXY-6-[4-(3-METHYLPHENYL)-1-PIPERAZINYL]PYRIDAZINE,small molecule
DB08018,['experimental'],"N-{(3S,4S)-4-[(6-AMINO-4-METHYLPYRIDIN-2-YL)METHYL]PYRROLIDIN-3-YL}-N'-(4-CHLOROBENZYL)ETHANE-1,2-DIAMINE",small molecule
DB08019,['experimental'],"N-{(3R,4S)-4-[(6-amino-4-methylpyridin-2-yl)methyl]pyrrolidin-3-yl}-N'-(3-chlorobenzyl)ethane-1,2-diamine",small molecule
DB08020,['experimental'],"(3AS,4R,9BR)-4-(4-HYDROXYPHENYL)-6-(METHOXYMETHYL)-1,2,3,3A,4,9B-HEXAHYDROCYCLOPENTA[C]CHROMEN-8-OL",small molecule
DB08021,['experimental'],5-bromo-N-(3-chloro-2-(4-(prop-2-ynyl)piperazin-1-yl)phenyl)furan-2-carboxamide,small molecule
DB08022,['experimental'],"(2S)-1,3-benzothiazol-2-yl{2-[(2-pyridin-3-ylethyl)amino]pyrimidin-4-yl}ethanenitrile",small molecule
DB08023,['experimental'],"N-cyclohexyl-4-imidazo[1,2-a]pyridin-3-yl-N-methylpyrimidin-2-amine",small molecule
DB08024,['experimental'],1-[2-(S)-AMINO-3-BIPHENYL-4-YL-PROPIONYL]-PYRROLIDINE-2-(S)-CARBONITRILE,small molecule
DB08025,['experimental'],"N-{2'-[(4-FLUOROPHENYL)AMINO]-4,4'-BIPYRIDIN-2-YL}-4-METHOXYCYCLOHEXANECARBOXAMIDE",small molecule
DB08026,['experimental'],"2-{4-[(4-imidazo[1,2-a]pyridin-3-ylpyrimidin-2-yl)amino]piperidin-1-yl}-N-methylacetamide",small molecule
DB08027,['experimental'],CAP-1,small molecule
DB08028,['experimental'],"BUT-3-ENYL-[5-(4-CHLORO-PHENYL)-3,6-DIHYDRO-[1,3,4]THIADIAZIN-2-YLIDENE]-AMINE",small molecule
DB08029,['experimental'],N~2~-(biphenyl-4-ylsulfonyl)-N-hydroxy-N~2~-(2-hydroxyethyl)glycinamide,small molecule
DB08030,['experimental'],3-[(4'-cyanobiphenyl-4-yl)oxy]-N-hydroxypropanamide,small molecule
DB08031,['experimental'],"N-[(13-CYCLOHEXYL-6,7-DIHYDROINDOLO[1,2-D][1,4]BENZOXAZEPIN-10-YL)CARBONYL]-2-METHYL-L-ALANINE",small molecule
DB08032,['experimental'],"N,N-DIETHYL-2-[(2-THIENYLCARBONYL)AMINO]-4,5,6,7-TETRAHYDRO-1-BENZOTHIOPHENE-3-CARBOXAMIDE",small molecule
DB08033,['experimental'],"(5R)-N,N-DIETHYL-5-METHYL-2-[(THIOPHEN-2-YLCARBONYL)AMINO]-4,5,6,7-TETRAHYDRO-1-BENZOTHIOPHENE-3-CARBOXAMIDE",small molecule
DB08034,['experimental'],"(E)-3,4-DIHYDROXY-N'-[(2-METHOXYNAPHTHALEN-1-YL)METHYLENE]BENZOHYDRAZIDE",small molecule
DB08035,['experimental'],"1-TERT-BUTYL-3-(2,5-DIMETHYLBENZYL)-1H-PYRAZOLO[3,4-D]PYRIMIDIN-4-AMINE",small molecule
DB08036,['experimental'],"6,7,12,13-tetrahydro-5H-indolo[2,3-a]pyrrolo[3,4-c]carbazol-5-one",small molecule
DB08037,['experimental'],MK-0731,small molecule
DB08038,['experimental'],"L-alanyl-N-[(1S,2R)-1-benzyl-2-hydroxypropyl]-L-alaninamide",small molecule
DB08039,['experimental'],"(3Z)-N,N-DIMETHYL-2-OXO-3-(4,5,6,7-TETRAHYDRO-1H-INDOL-2-YLMETHYLIDENE)-2,3-DIHYDRO-1H-INDOLE-5-SULFONAMIDE",small molecule
DB08040,['experimental'],Kelatorphan,small molecule
DB08041,['experimental'],3-BENZYLOXYCARBONYLAMINO-2-HYDROXY-4-PHENYL-BUTYRIC ACID,small molecule
DB08042,['experimental'],"N~4~-methyl-N~4~-(3-methyl-1H-indazol-6-yl)-N~2~-(3,4,5-trimethoxyphenyl)pyrimidine-2,4-diamine",small molecule
DB08043,['experimental'],1-[4-(PYRIDIN-4-YLOXY)PHENYL]-3-[3-(TRIFLUOROMETHYL)PHENYL]UREA,small molecule
DB08044,['experimental'],ABT-341,small molecule
DB08045,['experimental'],"4-{4-[4-(3-AMINOPROPOXY)PHENYL]-1H-PYRAZOL-5-YL}-6-CHLOROBENZENE-1,3-DIOL",small molecule
DB08046,['experimental'],2-chloro-5-[(1S)-1-hydroxy-3-oxo-2H-isoindol-1-yl]benzenesulfonamide,small molecule
DB08047,['experimental'],"4-[1-allyl-7-(trifluoromethyl)-1H-indazol-3-yl]benzene-1,3-diol",small molecule
DB08048,['experimental'],"4-(6-HYDROXY-1H-INDAZOL-3-YL)BENZENE-1,3-DIOL",small molecule
DB08049,['experimental'],"7,8-dihydroxy-4-phenyl-2H-chromen-2-one",small molecule
DB08050,['experimental'],5-phenyl-2-keto-valeric acid,small molecule
DB08051,['experimental'],"(2R)-4-(2-BENZOYL-1,2-DIAZEPAN-1-YL)-4-OXO-1-(2,4,5-TRIFLUOROPHENYL)BUTAN-2-AMINE",small molecule
DB08052,['experimental'],PP-121,small molecule
DB08053,['experimental'],"1-cyclobutyl-3-(3,4-dimethoxyphenyl)-1H-pyrazolo[3,4-d]pyrimidin-4-amine",small molecule
DB08054,['experimental'],"1-(1-methylethyl)-3-quinolin-6-yl-1H-pyrazolo[3,4-d]pyrimidin-4-amine",small molecule
DB08055,['experimental'],"N-(2-chlorophenyl)-5-phenylimidazo[1,5-a]pyrazin-8-amine",small molecule
DB08056,['experimental'],"N-(2,6-dimethylphenyl)-5-phenylimidazo[1,5-a]pyrazin-8-amine",small molecule
DB08057,['experimental'],"N-(2-chloro-6-methylphenyl)-8-[(3S)-3-methylpiperazin-1-yl]imidazo[1,5-a]quinoxalin-4-amine",small molecule
DB08058,['experimental'],"4-[3-(1,4-diazepan-1-ylcarbonyl)-4-fluorobenzyl]phthalazin-1(2H)-one",small molecule
DB08059,['experimental'],Wortmannin,small molecule
DB08060,['experimental'],4-(2-AMINOPHENYL)-4-OXOBUTANOIC ACID,small molecule
DB08061,['experimental'],4-[3-(4-CHLOROPHENYL)-1H-PYRAZOL-5-YL]PIPERIDINE,small molecule
DB08062,['experimental'],"3-(4-CHLOROPHENYL)-5-(METHYLTHIO)-4H-1,2,4-TRIAZOLE",small molecule
DB08063,['experimental'],"1-BENZYL-3-(4-METHOXYPHENYLAMINO)-4-PHENYLPYRROLE-2,5-DIONE",small molecule
DB08064,['experimental'],N-(3-TERT-BUTYL-1H-PYRAZOL-5-YL)-N'-{4-CHLORO-3-[(PYRIDIN-3-YLOXY)METHYL]PHENYL}UREA,small molecule
DB08065,['experimental'],2-(1H-pyrazol-3-yl)-1H-benzimidazole,small molecule
DB08066,['experimental'],N-[3-(1H-BENZIMIDAZOL-2-YL)-1H-PYRAZOL-4-YL]BENZAMIDE,small molecule
DB08067,['experimental'],4-[(2-{4-[(CYCLOPROPYLCARBAMOYL)AMINO]-1H-PYRAZOL-3-YL}-1H-BENZIMIDAZOL-6-YL)METHYL]MORPHOLIN-4-IUM,small molecule
DB08068,['experimental'],N-[4-CHLORO-3-(PYRIDIN-3-YLOXYMETHYL)-PHENYL]-3-FLUORO-,small molecule
DB08069,['experimental'],"4-AMINO-5-(2-METHYLPHENYL)-2,4-DIHYDRO-3H-1,2,4-TRIAZOLE-3-THIONE",small molecule
DB08070,['experimental'],2-[4-(3-METHYL-1H-PYRAZOL-4-YL)PHENYL]ETHANAMINE,small molecule
DB08071,['experimental'],"(2S)-1-methyl-2-[(2S,4R)-2-methyl-4-phenylpentyl]piperidine",small molecule
